,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
499,500,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 36S,1656,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:4]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,501,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 37S,1657,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,502,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 37S,1657,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:3]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,503,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 37S,1657,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:5]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,504,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 41S,1661,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,505,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 43S,1663,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:3]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,506,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,27M 45S,1665,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:2]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,507,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,28M 34S,1714,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:5,PriorityData_type:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,508,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,807,Player hits Go for it!,Priority Sense,28M 35S,1715,0.0,,"Minigame level id, Opportunity Card ID","0,[OpportunityCardData_id:5]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,509,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,808,Player hits Spin button,Priority Sense,28M 49S,1729,0.0,,"Minigame level id, Opportunity Card ID","0,[OpportunityCardData_id:5]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,510,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,809,Player hits Stop Spin button,Priority Sense,28M 55S,1735,0.0,,"Minigame level id, Opportunity Card ID, Resulting Priority Type, Priority Protected- true/false?","0,[OpportunityCardData_id:5,PriorityData_type:3,false]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,3,false],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,511,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,810,Player hits continue button after spin,Priority Sense,29M 9S,1749,0.0,,"Minigame level id, Opportunity Card ID, Gaining Priority Type, Amount Gained, Losing Priority Type, Amount Lost","0,[OpportunityCardData_id:5,PriorityData_type:0,15,PriorityData_type:3,10]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,PriorityData_type:0,15.0,PriorityData_type:3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,512,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,814,Player selects an Opportunity Card type,Priority Sense,29M 16S,1756,0.0,,"Minigame level id, Priority type","0,[0]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,513,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 16S,1756,0.0,,"Minigame level id, Priority type, card id","0,0,OpportunityCardData_id:0",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,0.0,OpportunityCardData_id:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,514,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 18S,1758,0.0,,"Minigame level id, Priority type, card id","0,0,OpportunityCardData_id:1",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,0.0,OpportunityCardData_id:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,515,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 20S,1760,0.0,,"Minigame level id, Priority type, card id","0,0,OpportunityCardData_id:2",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,0.0,OpportunityCardData_id:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,516,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,817,Player closes panel that cycles through cards,Priority Sense,29M 20S,1760,0.0,,"Minigame level id, Priority type","0,0",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,517,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,814,Player selects an Opportunity Card type,Priority Sense,29M 23S,1763,0.0,,"Minigame level id, Priority type","0,[1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,518,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 23S,1763,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:7",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,519,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 25S,1765,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:8",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,520,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 27S,1767,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:9",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,521,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 30S,1770,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:10",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,522,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 32S,1772,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:11",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,523,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,29M 35S,1775,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:12",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,524,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,816,Player picks card,Priority Sense,29M 38S,1778,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:12",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,525,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,803,Player turns over a Stop And Think Card,Priority Sense,29M 40S,1780,0.0,,"Minigame level id, Opportunity Card ID, Stop & Think ID","0,[OpportunityCardData_id:12,OpportunityCardConsequencesData_logId:0]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,OpportunityCardConsequencesData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,526,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,803,Player turns over a Stop And Think Card,Priority Sense,29M 44S,1784,0.0,,"Minigame level id, Opportunity Card ID, Stop & Think ID","0,[OpportunityCardData_id:12,OpportunityCardConsequencesData_logId:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,OpportunityCardConsequencesData_logId:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,527,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,805,Player selects Do it,Priority Sense,29M 47S,1787,0.0,,"Minigame level id, Opportunity Cad ID","0,[OpportunityCardData_id:12]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,528,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,806,Player selects a Priority to Protect,Priority Sense,29M 49S,1789,0.0,,"Minigame level id, Opportunity Cad ID, Priority Type","0,[OpportunityCardData_id:12,PriorityData_type:3]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,529,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,807,Player hits Go for it!,Priority Sense,29M 51S,1791,0.0,,"Minigame level id, Opportunity Card ID","0,[OpportunityCardData_id:12]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,530,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,808,Player hits Spin button,Priority Sense,29M 56S,1796,0.0,,"Minigame level id, Opportunity Card ID","0,[OpportunityCardData_id:12]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,531,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,809,Player hits Stop Spin button,Priority Sense,30M 1S,1801,0.0,,"Minigame level id, Opportunity Card ID, Resulting Priority Type, Priority Protected- true/false?","0,[OpportunityCardData_id:12,Safe,false]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,Safe,false],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,532,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,810,Player hits continue button after spin,Priority Sense,30M 3S,1803,0.0,,"Minigame level id, Opportunity Card ID, Gaining Priority Type, Amount Gained, Losing Priority Type, Amount Lost","0,[OpportunityCardData_id:12,PriorityData_type:1,15,Safe,Safe]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,PriorityData_type:1,15.0,Safe,Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,533,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,814,Player selects an Opportunity Card type,Priority Sense,30M 8S,1808,0.0,,"Minigame level id, Priority type","0,[1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,534,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 8S,1808,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:7",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,535,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 9S,1809,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:8",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,536,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 10S,1810,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:9",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,537,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,816,Player picks card,Priority Sense,30M 12S,1812,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:9",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,538,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,804,Player selects Don't Do It,Priority Sense,30M 15S,1815,0.0,,"Minigame level id, Opportunity Cad ID","0,[OpportunityCardData_id:9]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,539,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,814,Player selects an Opportunity Card type,Priority Sense,30M 15S,1815,0.0,,"Minigame level id, Priority type","0,[1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,540,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 15S,1815,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:7",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,541,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 16S,1816,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:8",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,542,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 17S,1817,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:7",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,543,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 17S,1817,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:11",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,544,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 19S,1819,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:10",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,545,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 20S,1820,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:8",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,546,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,815,Player cycles through Opportunity Cards using arrow buttons,Priority Sense,30M 22S,1822,0.0,,"Minigame level id, Priority type, card id","0,1,OpportunityCardData_id:7",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OpportunityCardData_id:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,547,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,817,Player closes panel that cycles through cards,Priority Sense,30M 24S,1824,0.0,,"Minigame level id, Priority type","0,1",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
